filename,class,label,x,y,angle,w,h
000.png,4,1,89.07,30.99,1.47,73.0,177.5
001.png,4,1,74.33,31.4,-0.39,240.0,43.0
002.png,4,1,55.0,31.46,0.79,480.0,120.5
003.png,4,1,83.56,30.26,0.1,128.0,429.5
004.png,4,1,86.99,28.26,0.02,433.5,79.5
005.png,4,1,78.32,26.66,0.84,433.0,242.5
006.png,4,1,94.9,33.82,-1.45,113.0,142.0
007.png,4,1,70.04,25.14,-0.62,267.0,95.0
008.png,4,1,77.66,26.98,0.99,400.0,288.0
009.png,4,1,94.55,28.54,-0.34,234.5,450.0
010.png,4,1,58.94,27.11,-0.4,320.0,456.5
011.png,4,1,52.48,29.85,-0.35,279.5,445.0
012.png,4,1,70.53,33.33,0.82,68.5,357.0
013.png,4,1,51.21,25.83,-0.4,185.5,66.0
014.png,4,1,84.14,32.23,-0.43,257.5,101.0
015.png,4,1,90.74,31.07,0.7,446.0,242.5
016.png,4,1,43.15,24.04,-0.28,266.0,416.0
017.png,4,1,88.75,37.67,0.8,96.5,267.0
018.png,4,1,58.87,21.28,0.81,35.0,366.5
019.png,4,1,25.91,32.64,-1.43,83.5,284.0
020.png,4,1,82.0,35.08,-1.31,189.5,168.5
021.png,4,1,56.57,24.11,-1.08,159.0,158.5
022.png,4,1,157.39,27.27,-0.22,365.5,47.0
023.png,4,1,82.13,38.74,-0.07,332.0,67.0
024.png,4,1,65.73,30.23,-0.64,340.0,477.0
025.png,4,1,86.19,29.8,-0.6,223.0,63.0
026.png,4,1,62.58,30.77,0.83,128.5,341.0
027.png,4,1,72.78,23.8,-0.83,162.0,90.0
028.png,4,1,80.89,28.52,1.14,76.5,284.5
029.png,4,1,60.06,28.32,1.43,434.0,289.0
030.png,4,1,94.62,27.14,-0.32,191.0,450.0
031.png,4,1,71.56,37.74,-0.8,341.0,450.0
032.png,4,1,80.33,32.75,0.72,68.0,412.0
033.png,4,1,104.87,24.78,-1.41,107.0,156.0
034.png,4,1,100.32,31.4,-0.64,272.0,75.5
035.png,4,1,99.03,27.55,0.93,459.5,255.5
036.png,4,1,68.8,40.06,-0.79,161.5,63.5
037.png,4,1,131.33,33.24,0.09,139.0,380.0
038.png,4,1,66.19,41.8,-1.1,145.5,105.5
039.png,4,1,101.89,27.46,0.24,412.5,153.5
040.png,4,1,60.33,29.46,-0.99,389.5,391.5
041.png,4,1,75.54,24.67,0.78,52.5,325.0
042.png,4,1,94.77,31.74,-1.16,166.0,119.0
043.png,4,1,58.03,29.25,0.32,387.5,159.0
044.png,4,1,56.53,28.28,0.8,138.5,304.5
045.png,4,1,83.7,36.33,0.24,131.0,465.5
