filename,class,label,x,y,angle,w,h
000.png,5,1,53.2,30.4,-0.75,226.58,192.26
001.png,5,1,44.34,25.34,3.11,41.37,104.5
002.png,5,1,58.8,33.6,2.35,288.83,329.24
003.png,5,1,58.65,33.51,0.1,30.6,153.35
004.png,5,1,51.08,29.19,-2.71,221.99,176.17
005.png,5,1,62.96,35.98,-1.34,8.03,328.96
006.png,5,1,63.83,36.47,-1.52,61.89,210.17
007.png,5,1,57.19,32.68,-2.52,186.42,369.04
008.png,5,1,62.67,35.81,2.91,94.37,13.11
009.png,5,1,56.78,32.44,-2.82,309.31,319.61
010.png,5,1,67.59,38.62,-0.84,268.02,338.09
011.png,5,1,56.33,32.19,-2.68,153.34,146.31
012.png,5,1,50.98,29.13,-0.1,166.06,13.97
013.png,5,1,40.76,23.29,1.22,332.29,253.31
014.png,5,1,65.32,37.33,-0.9,258.46,67.04
015.png,5,1,70.05,40.03,0.03,478.44,126.82
016.png,5,1,43.8,25.03,2.26,497.5,263.93
017.png,5,1,71.21,40.69,1.78,374.74,387.05
018.png,5,1,68.56,39.17,2.65,113.39,359.82
019.png,5,1,37.06,21.18,0.71,139.48,437.82
020.png,5,1,67.21,38.41,-2.16,264.87,354.32
021.png,5,1,67.9,38.8,-1.05,300.7,319.24
022.png,5,1,54.4,31.09,1.27,391.02,465.83
023.png,5,1,50.58,28.9,-3.1,296.1,385.04
024.png,5,1,55.72,31.84,-3.05,111.97,93.5
025.png,5,1,58.99,33.71,1.34,406.56,294.02
026.png,5,1,52.64,30.08,0.86,112.47,104.87
027.png,5,1,63.41,36.23,1.62,489.57,409.36
028.png,5,1,51.6,29.49,0.32,63.68,492.53
029.png,5,1,60.08,34.33,1.8,280.35,144.94
030.png,5,1,62.24,35.56,-1.83,487.69,293.93
031.png,5,1,70.27,40.15,-1.7,402.38,267.81
032.png,5,1,66.19,37.82,-1.1,359.76,225.43
033.png,5,1,57.73,32.99,2.35,368.12,400.56
034.png,5,1,37.22,21.27,1.09,109.19,53.9
035.png,5,1,71.63,40.93,-0.14,459.81,414.65
036.png,5,1,38.45,21.97,-1.46,266.29,277.61
037.png,5,1,59.19,33.82,2.12,493.66,57.58
038.png,5,1,54.8,31.31,2.64,167.07,241.98
039.png,5,1,37.51,21.43,-0.58,61.52,165.67
040.png,5,1,48.38,27.65,-0.67,16.33,121.83
041.png,5,1,63.32,36.18,-2.42,19.05,62.15
042.png,5,1,71.25,40.71,0.63,113.8,486.98
043.png,5,1,47.91,27.38,-2.88,266.14,401.71
044.png,5,1,65.49,37.43,-3.12,57.11,362.7
045.png,5,1,69.74,39.85,-0.73,65.47,372.89
046.png,5,1,43.6,24.91,-1.63,308.24,357.36
047.png,5,1,39.85,22.77,2.47,37.4,383.98
048.png,5,1,43.79,25.02,0.48,363.57,267.75
049.png,5,1,46.93,26.82,-2.21,42.37,88.66
050.png,5,1,69.62,39.78,-0.12,169.62,115.52
051.png,5,1,43.04,24.59,1.24,5.51,415.4
052.png,5,1,49.05,28.03,0.7,330.84,261.17
053.png,5,1,61.57,35.18,-1.75,273.15,209.08
054.png,5,1,38.75,22.14,0.13,441.86,386.69
055.png,5,1,39.56,22.6,-2.21,398.1,492.43
056.png,5,1,61.38,35.08,-0.89,145.17,31.68
057.png,5,1,70.6,40.34,0.12,467.78,465.48
058.png,5,1,42.55,24.32,-2.67,194.21,472.64
059.png,5,1,36.4,20.8,3.01,498.97,247.45
060.png,5,1,48.16,27.52,-0.96,134.05,95.99
061.png,5,1,48.18,27.53,-0.25,128.52,271.92
062.png,5,1,40.88,23.36,-0.11,25.31,303.07
063.png,5,1,61.39,35.08,0.05,268.24,93.31
064.png,5,1,47.48,27.13,0.61,310.05,31.55
065.png,5,1,39.65,22.66,1.23,64.06,138.72
066.png,5,1,66.31,37.89,-2.22,391.28,226.11
067.png,5,1,66.13,37.79,-1.39,215.35,260.68
068.png,5,1,58.08,33.19,-0.14,186.75,363.81
069.png,5,1,42.81,24.47,0.1,90.42,347.57
070.png,5,1,64.88,37.08,-2.4,335.24,252.02
071.png,5,1,51.81,29.6,1.55,204.61,30.35
072.png,5,1,36.76,21.0,-0.75,55.18,492.0
073.png,5,1,67.77,38.73,-2.91,169.86,82.05
074.png,5,1,59.43,33.96,-2.31,389.24,431.57
075.png,5,1,51.61,29.49,3.05,470.18,195.04
076.png,5,1,39.46,22.55,2.25,94.83,133.59
077.png,5,1,70.64,40.36,-1.8,76.95,335.1
078.png,5,1,36.92,21.1,-1.38,490.96,115.7
079.png,5,1,42.47,24.27,0.01,19.93,287.96
080.png,5,1,39.8,22.75,0.82,145.89,239.26
081.png,5,1,69.82,39.9,2.15,271.85,255.46
082.png,5,1,37.42,21.38,2.22,327.71,490.3
083.png,5,1,39.47,22.56,2.34,41.16,213.5
084.png,5,1,59.87,34.21,2.94,148.78,11.75
085.png,5,1,53.3,30.46,2.15,147.89,226.49
086.png,5,1,46.59,26.62,-0.84,34.98,235.78
087.png,5,1,49.24,28.14,-1.9,346.94,128.11
088.png,5,1,46.9,26.8,0.97,340.55,61.64
089.png,5,1,44.1,25.2,-0.19,53.79,432.44
090.png,5,1,42.49,24.28,3.09,168.11,187.7
091.png,5,1,52.73,30.13,0.13,444.56,374.06
092.png,5,1,61.59,35.19,1.11,376.49,274.32
093.png,5,1,44.95,25.69,2.0,461.31,288.18
094.png,5,1,53.01,30.29,2.38,473.33,83.44
095.png,5,1,41.93,23.96,0.34,241.23,32.36
096.png,5,1,47.45,27.12,-2.06,52.72,366.18
097.png,5,1,59.54,34.02,-0.18,110.32,300.86
098.png,5,1,67.8,38.74,-1.76,349.33,109.37
099.png,5,1,48.41,27.66,-1.93,423.5,96.96
100.png,5,1,38.52,22.01,2.4,14.24,119.64
101.png,5,1,59.35,33.91,-0.68,241.77,370.34
102.png,5,1,68.11,38.92,1.49,29.6,362.33
103.png,5,1,49.96,28.55,-3.02,487.79,273.35
104.png,5,1,48.71,27.84,2.75,288.28,193.79
105.png,5,1,48.92,27.95,-1.96,167.05,58.67
106.png,5,1,64.31,36.75,-1.5,199.96,122.21
107.png,5,1,38.71,22.12,0.25,485.71,200.89
108.png,5,1,40.96,23.41,-0.54,162.34,435.2
109.png,5,1,51.21,29.26,2.48,237.16,375.17
110.png,5,1,49.07,28.04,2.29,19.31,363.52
111.png,5,1,70.27,40.16,2.83,39.48,305.05
112.png,5,1,64.83,37.05,-0.4,45.56,318.45
113.png,5,1,60.2,34.4,-1.6,11.94,410.95
